,coffee,cr_rating,coffee_origin,roaster,roaster_location,roast_level,aroma,acidity_structur,body,flavor,agtron,review,review_date,price_estimate
5900,Santa Fe Plantation Nicargua Maderas,87,"Jinotega growing region, central Nicaragua",The Gourmet Coffee Bean,"Denver, Colorado",Dark,6,6,6,8,35/41,"The aroma is rather flat and charred, but the cup is sweetly roasty with some nut and cleanly bracing burned tones, together with a sweetly tart fruit -- orange perhaps, or ripe pineapple.",August 2004,August 2004
5901,Nicaraguan Organic Fair Trade,87,"Matagalpa growing region, Nicaragua",Surf City Coffee,"Aptos, California",Medium,,,,,46/61,"Intensely sweet, round fruit swoons toward milk chocolate in the aroma. Simplifies in the cup, the aromatics dominated by an intense acidity that is properly sweet but -- perhaps owing to its sheer intensity -- lacks an impression of depth and fruit.",August 2004,August 2004
5902,Nicaragua El Rosario (Cup of Excellence),87,"Jinotega growing region, central Nicaragua",The Roasterie,"Kansas City, Missouri",Medium-Dark,7,8,7,8,45/55,"High-toned fruit - pineapple or tamarind - in the aroma. In the cup medium bodied and mid-toned, with refined, sweetly smooth acidity and subtle, subdued notes of nut, orange and tamarind.",August 2004,August 2004
5903,Organic/Fair Trade Nicaragua,88,Nicaragua,A&E Roastery,"Amherst, New Hampshire",Medium-Dark,8,7,7,8,39/47,"Delicately pungent, richly balanced aroma with excellent dimension and tickles of pear and chocolate. Comfortable in the cup, balanced, with an almost sugary sweetness. Caramel and chocolate undercurrents, but basically a coffee that charms with quiet completeness rather than excites with complexity.",August 2004,August 2004
5904,Nicaragua Matagalpa Organic Fair-Trade,91,"Matagalpa growing region, Nicaragua",Kaffe Magnum Opus,"Millville, New Jersey",Medium,9,8,8,8,45/57,"Lovely, lyric coffee. Distinct apricot and milk chocolate notes in the aroma. In the cup sweet, balanced, with a delicate acidity lifting on rich undercurrents of bittersweet chocolate and apricot-toned fruit. For such a lyric coffee the finish is surprisingly long and bracing.",August 2004,August 2004
5905,Nicaragua Maragogipe Organic,94,"Aranjuez, Nicaragua",Thanksgiving Coffee,"Fort Bragg, California",Medium-Dark,8,8,8,9,46/54,"Complexly fruity and richly floral coffee - papaya, lemon, coffee fruit, hints of dusk-blooming flowers and chocolate, all ride a strong, balanced structure",August 2004,August 2004
5906,India Monsooned Malabar,83,Southern India,Mayorga Coffee Roasters,"Rockville, Maryland",Medium-Dark,7,8							,7,,35/47,"Dense, heavy aroma",July 2004,July 2004
5907,Monsoon Malabar,85,Southern India,California Coffee Roasters,"Moorpark, California",Medium-Light,7,7							,7,,58/80,"In the aroma sweet and pungent with aromatic wood notes and a whiff of fermented fruit. In the cup nutty and sweet; the fermented fruit tones intensify as the cup cools, landing in a potentially intriguing spot somewhere between chocolate and composted apricot.",July 2004,July 2004
5908,India Monsooned Malabar,86,Southern India,Coffeeboy,"Ventura, California",Medium-Light,7,7							,8,,55/76,"Aromatic woods and a hint of sweetly fermented fruit in the aroma. Very sweet in the cup, with rich walnut notes and a continued hint of fermented fruit inclining toward chocolate - think of overripe apricots rolled in chocolate sprinkles.",July 2004,July 2004
5909,Mysore Mystic,87,Southern India,Josuma Coffee,"Menlo Park, California",Medium,8,7,7,7,43/66,"In the aroma sweetly pungent, rich but delicate, complicated by low-toned fruit suggesting ripe apricots. The lovely aromatics are slightly less impressive in the cup, where they are dominated by a sharp bittersweetness. Slightly astringent in the finish.",July 2004,July 2004
5910,India Monsooned Malabar,87,Southern India,Kaffe Magnum Opus,"Millville, New Jersey",Medium-Dark,7,8							,7,,42/58,"Densely but sweetly and gently pungent in the aroma. Richly low-key, heavy-bodied, with gently charred cedar notes. Just sweet and complex enough to escape inertia.",July 2004,July 2004
5911,Monsoon Mist,87,Southern India,Finca Specialty Coffee,"New Delhi, India",Medium-Dark,8,7,7,8,41/56,"The aroma is sweetly and gently pungent with spice and dried apricot. In the cup very sweet, smooth in mouthfeel, with a quietly complex, raisin-toned fruit that manages to suggest a sort of wine-toned chocolate.",July 2004,July 2004
5912,Indian Mysore,88,Southern India,Kaffe Magnum Opus,"Millville, New Jersey",Medium-Dark,8,8							,8,,44/52,"Sweet, midtoned, and intensely fragrant with an odd but pleasingly complex of sweet citrus (orange and Meyer lemon?) and fresh-cut cedar. This striking aromatic combination hints at a sort of herb-toned chocolate toward the rich but slightly heavy, bittersweet finish.",July 2004,July 2004
5913,India Jumboor Estate Plantation A,89,"Karnataka Estate, southern India",CoffeeMaria,"Hanover Park, Illinois",Light,8,7,7,8,60/84,"Sweet and fruity in the aroma with raisin and chocolate complication. In the cup delicate in mouthfeel, tartly sweet, and richly and roundly fruity. Cleanly sweet and rich in the short finish, though a slight but not unpleasurable astringency lingers in the long.",July 2004,July 2004
5914,India Mysore Nuggets,92,Southern India,CoffeeMaria,"Hanover Park, Illinois",Medium-Light,7,6,8,8,53/70,"Luxuriously sweet, delicately pungent, with tart but lush tropical fruit notes, tamarind perhaps, running through the profile from aroma to finish. The tamarind fruit notes incline toward a richly raisin-toned chocolate in the long finish.",July 2004,July 2004
5915,Indian Mysore Nuggets,90,Southern India,Paradise Roasters,"Anoka, Minnesota",Medium-Light,9,7,7,8,55/68,Very sweet aroma with fresh peach and chocolate mid tones and balancing cedar bottom notes. Delicate in the cup with a gently tart acidity wrapped in a rather giddy sweetness. The fruit notes are cleanly wine-like.,July 2004,July 2004
5916,Espresso Ticino,92,Not disclosed,Flying Goat Coffee,"Healdsburg, California",Medium-Dark,8,8							,10,7,39/43,The aroma is elegantly simple,June 2004,June 2004
5917,Hi-Octane,84,Not disclosed,D&M Coffee,"Ellensberg, Washington",Dark,6,6							,7,8,34/39,"Charred aroma, lean mouthfeel and a bitterish sharpness in the small cup all suggest an overly aggressive roast. But a floral sweetness wafts through the profile and contributes to a fine presence in milk",June 2004,June 2004
5918,Sexpresso,87,Not disclosed,Baby's Coffee,"Key West, Florida",Medium-Dark,8,7							,7,8,36/46,"Crisp cedar tones and sweet chocolate in the small cup. In milk the chocolate further blooms and softens, and the cedar tones read as a high-toned sweetly tart fruit (pineapple?).",June 2004,June 2004
5919,Espresso Dolce,88,Not disclosed,Vivace Espresso,"Seattle, Washington",Medium,8,7							,8,7,47/66,"Subdued but gently elegant aroma. Stiffens a bit in the cup, landing somewhere between crisp and sharp, but with a gentle undercurrent of chocolate sweetness. The fruit and chocolate stop just short of richness in milk.",June 2004,June 2004
5920,Espresso Abruzzo,88,Not disclosed,The Supreme Bean,"North Hollywood, California",Dark,7,7							,8,9,31/41,"The aroma is sweet, smoky and toasty. In the small cup the smoky tones complement a dry but lush fruitiness. Comes richly into its own in milk, where the smoke and toast tones read as fresh leather and the dry fruit turns crisply chocolate.",June 2004,June 2004
5921,Espresso,88,Not disclosed,Coffeeboy,"Ventura, California",Medium-Dark,8,8							,7,9,38/54,"Bittersweet in the small cup, with little nuance or complexity but impressive weight and a buttery presence. The big body carries into milk with predictable power, the simple bittersweetness blooming into an expansively sweet, prune-toned chocolate.",June 2004,June 2004
5922,Espresso,89,"Huila Department, south-central Colombia",Neighbors Coffee,"Oklahoma City, Oklahoma",Very Dark,8,7							,8,9,26/27,An unusually successful ultra-dark-roasted espresso,June 2004,June 2004
5923,Espresso del Norte,89,Not disclosed,The Supreme Bean,"North Hollywood, California",Medium-Dark,9,7							,7,9,35/48,"Big but elegantly leathery aroma laced with chocolate. In the small cup a dry sharpness limits the chocolate tones, but they reassert themselves in milk, blossoming richly with a long, hazelnut-toned finish.",June 2004,June 2004
5924,Platinum Blond Espresso,90,Not disclosed,Gimme! Coffee,"Ithaca, New York",Very Dark,8,8							,8,8,33/35,"The Gimme!Coffee package describes this blend's aroma as ""Centennial Harley leather."" I can-t say much about Centennial or Harley, but I'd agree on the leather, with maybe a kinky smear of chocolate thrown in. Flavor is described as ""Dive Bar Chic."" As a dive bar innocent I'd call it dense, simple, but big and balanced, with more leather and perhaps some pleasantly pungent cedar notes. No leather makes it into the milk, but a very pleasant, high-toned chocolate-and-nuts sweetness does.",June 2004,June 2004
5925,Vito’s Espresso Blend,90,The Americas,Doma Coffee Roasting Company,"Post Falls, Idaho",Medium-Dark,8,8							,8,9,38/44,"Richly and elegantly roasty and bittersweet in aroma and small cup with high-toned, pear-like fruit shimmering at the top. The finish is heavy and slightly bitter, a liability in the small cup but an advantage in milk, where the dairy turns the cup deeply yet lyrically sweet with a whole candy-counterful of sophisticated chocolate tones.",June 2004,June 2004
5926,Ruby’s Organic Espresso,90,Not disclosed,Doma Coffee Roasting Company,"Post Falls, Idaho",Dark,8,8							,9,7,33/39,"Superb single-shot espresso distinguished by its fruit tones and general resonant depth of sensation.  The aroma is robustly fruity and sweet, the small cup roundly and sweetly roasty with toast and chocolate notes. Simplifies slightly in milk but still agreeably expresses a high-toned, fruity chocolate.",June 2004,June 2004
5927,Fellowship of the Bean Organic Espresso,91,Not disclosed,Kaldi's Best Sustainable Coffees,"Madison, Wisconsin",Medium-Dark,8,8							,8,8,37/45,Fresh cut cedar and fruit. The fruit richly and sweetly dominates in the aroma. In the small cup the cedar complicates and gives a resiny authority to the fruit. The fruit and cedar turn to an intriguingly pungent chocolate in milk.,June 2004,June 2004
5928,Espresso Classico,93,Not disclosed,Paradise Roasters,"Anoka, Minnesota",Medium,8,8							,9,8,50/66,"Serenely balanced yet powerfully complete. Low-key, roundly rich in the small cup, with dry fruit and bittersweet chocolate notes. Masters milk with crisp, quiet assurance",June 2004,June 2004
5929,Ethiopia Yirgacheffe,93,"Yirgacheffe growing region, Ethiopia",Bucks County Coffee,"Langhorne, Pennsylvania",NA,9,7,7,8,0/0,"Sweetly lyric with delicate but lushly complex high notes in the aroma. The softly lyric character carries into the cup, where the indeterminate aromatic complexity gives way to dramatic floral high notes and Meyer lemon and chocolate midtones.",May 2004,May 2004
5930,Sumatra,77,"Northern Sumatra, Indonesia",Bucks County Coffee,"Langhorne, Pennsylvania",Medium,6,5,6,5,49/64,"The aroma is intense but narrow in range and lacking nuance. In the cup definitively flat, with a flavor-dampening mustiness that reads as dull mildew rather than rich earth. Brightened only by a faintly woody sweetness and the barest hint of acidity. Nominated anonymously.",May 2004,May 2004
5931,Breakfast Blend,78,Not disclosed,Starbucks Coffee,"Seattle, Washington",Medium-Dark,6,5,6,6,46/55,"A thoroughly dispirited coffee, with little sweetness and limited nuance aside from hints of nondescript fruit and a sort of vegetal, slightly charred cocoa. This particular sample appears to consist of green coffees of ordinary to poor quality that were poorly roasted to boot. Presumably nominating reader C. Dowling got luckier than I did when he was inspired to nominate this blend as a ""mellow ... all-around coffee.""",May 2004,May 2004
5932,Original Blend,79,Not disclosed,Dunkin' Donuts,"Randolph, Massachusetts",Light,7,7,6,5,62/83,"This particular sample of Original Blend exhibited an almost academically thorough anthology of coffee taints and shadow defects. Some cups were flat and musty, others seemed additionally green and astringent, and some were rich with a rather pleasant apricot-toned sweet ferment (perhaps what nominating reader Des Cabigan cited as ""a sniff of oranges""). But not a single cup appeared on the table without some taint or other. Presumably the several nominating readers based their emails on a better iteration of the Original Blend than this one, something closer to the version to which I gave an 87 rating in 2002.",May 2004,May 2004
5933,Kaffe Moose Drool,81,Not disclosed,Hunter Bay Coffee Roasters,"Helena, Montana",Dark,7,6							,7,,33/38,"Intensely roasty; no rubber tones but overwhelmingly charred. Rather light-bodied but dense in sensation. The burned notes carry resiny hints of charred pine and pungent Mediterranean herbs; rosemary perhaps. Reader P. Teel found this coffee ""deep, rich and flavorful.""",May 2004,May 2004
5934,Verona,81,Not disclosed,Starbucks Coffee,"Seattle, Washington",Very Dark,7,6							,6,,27/35,Decent enough in the aroma,May 2004,May 2004
5935,Traditional Roast,85,"East Africa, Central and South America",Gevalia Kaffe,"Gavle, Sweden",Light,8,7,8,7,68/87,"In the aroma this light-to-medium-roasted coffee is sweet, high-toned but round, with a whiff of lightly fermented fruit that suggests brandied chocolate. In the cup the agreeably rich, overripe fruit is complemented - or contradicted - by a sweet-toned but blunt acidity. The finish is long and rather heavily astringent. Several readers nominated Gevalia coffees, including this blend.",May 2004,May 2004
