coffee_title,coffee_origin,roaster_name,variety,production,roast_level,flavour
El Carmen - El Salvador,Colombia,Coffee Gems,Red Catuai,Natural,Medium Dark,  Molasses    Caramelized    Orange    Sour     Aromatics    Fresh  
Brazilian Vira Mao/Gerezim,Brazil,Ethical Addictions,CaturraCatuai,Natural,Medium,  Berry    Other     Fruit    Lemon  
Cordilheiras Fermented,Kenya,Cafezinho,Yellow CatuaiMundo NovoCaturraPache ComumBourbonSL-14Robiaceae CoffeaCatuaiRed CatuaiSL-28,Washed,Dark,  Nutty     Cocoa    Caramelized  
Matinilla - Costa Rica,Brazil,Hometown,Robiaceae Coffea,Honey,Medium Light,  Caramelized    Apple    Grapefruit    Fresh  
The  Beans,Honduras,Roastworks,CaturraBourbon,Natural,Light,  Hazelnut    Nutty    Dark     Chocolate    Sweet  
Dark Spice Espresso Blend,Cameroon,On The Grind,Kent,Washed,Medium,  Vanilla    Pineapple    Other     Fruit    Grapefruit  
Finca La Bolsa,Guatemala,Monmouth Coffee,CastilloColombiaCaturra,"DecafNatural, Sugarcane (E.A.)",Medium,  Caramelized    Brown     Sugar    Cherry  
Organic Guatemalan - Finca Bremen,El Salvador,Bean Brothers,Colombia,"Natural, Monsooned",Light,  Hazelnut    Sweet    Other     Fruit    Lemon  
Don Joaco - Decaf,Brazil,Coffee Gems,Chandragiri,"DecafWashed, Sugarcane (E.A.)",Medium,  Nutmeg    Berry    Peach  
Indian Monsoon Malabar,Costa Rica,Grain and Grind,CastilloColombiaSan Bernardo,Washed,Medium,  Floral    Floral    Berry    Peach  
Galeras Decaf (espresso),Uganda,Round Hill Roastery,Caturra,Natural,Medium,  Honey    Floral    Floral    Fruity  
The Grindstone,Brazil,Pelicano,CaturraCatuai,Washed,Medium,  Chocolate    Black     Tea    Pomegranate  
Discovery Collection 4x Bags (wholebean),Guatemala,Clifton Coffee,TabiCera,"Natural, Anaerobic or Macerated",Medium,  Molasses    Caramelized    Peach  
The Classic | India Craigmore Kattimuttu,Peru,Roastworks,CastilloCaturra,Natural,Dark,  Cereal    Almond    Citrus     Fruit  
Anvil Colombia Finca El Limon - Micro Lot - Limited Availability,Indonesia,Anvil,SL-14SL-28,Washed,Medium Dark,  Rose    Floral    Grape    Pear    Orange  
Peru | Gregorio Esquen Lot 1,Colombia,Coldblow,Robiaceae Coffea,Washed,Medium Dark,  Dark     Chocolate    Vanilla    Grape  
La Pastora - Anaerobic Natural,Ethiopia,92 Degrees,Mundo Novo,Natural,Medium,  Molasses    Caramelized    Berry    Orange  
Honduras | Ana Cecilia Estevez Organic,Guatemala,Coldblow,Robiaceae Coffea,Washed,Medium,  Chocolate    Caramelized    Citrus     Fruit  
Columbia Inza Cauca,Guatemala,Welsh Coffee,Ethiopia / Sudan AssesionRobiaceae Coffea,Natural,Dark,  Nutty    Dark     Chocolate    Molasses    Caramelized  
Kenya Ab Honeybush Estate - Green,Colombia,Two Dogs,Red Catuai,Washed,Medium,  Cinnamon    Dark     Chocolate    Molasses    Caramelized  
Oolite Blend Coffee,India,Cotswold Coffee Roasters,Robusta,Natural,Medium Light,  Molasses    Caramelized    Berry    Citrus     Fruit  
Shaka,Colombia,Bad Hand Coffee,Ruiru 11SL-34SL-28,Natural,Medium,  Hazelnut    Chocolate    Cherry  
Brazil Fazenda São Lucas,Guatemala,Lost Barn,Caturra,Natural,Medium,  Hazelnut    Chocolate    Orange  
Ethiopia - Yirgacheffe,Colombia,Terrone & Co.,SL-14Catimor / AtengSL-28,Washed,Light,  Chocolate    Caramelized    Sweet    Lemon  
Ethiopia Bench Maji Forest – Certified Organic,India,Green Bridge Organics,Ethiopia / Sudan Assesion,Natural,Medium,  Dark     Chocolate    Molasses    Caramelized  
Olumo,Colombia,Whole in the Ground,Robusta,Natural,Medium,  Cocoa    Molasses    Caramelized    Grapefruit  
Italian Roast Coffee,Peru,Stokes Tea and Coffee,CaturraPache ComumPacasBourbonTypica,Washed,Medium,  Maple     Syrup    Floral    Other     Fruit    Orange  
Kamili,Costa Rica,Coffee Direct,ArabicaKent,Washed, Dark,  Chocolate    Winey  
Brockley Road Nicaragua,Honduras,Elsewhere Coffee,Ethiopia / Sudan AssesionColombia,Washed,Medium,  Sweet    Fruity  
"Kasinga , Uganda",Colombia,No.13,NyasalandSL-28,Washed,Medium,  Sweet  
Sumatra Gayo Mountain Fairtrade,Kenya,The Bean Shop,CaturraTypica,Honey,Dark,  Sweet  
Foolow: Washed Ecuadorian Ecuador,Kenya,Seamoor,Caturra,Washed,Dark,  Sweet  
Sidewalk Blend - Your Everyday House Coffee Blend,Mexico,Sidewalk Coffee,Ethiopia / Sudan Assesion,Natural,Medium Dark,  Sweet  
Market Blend Organic,Colombia,Caravan,SL-28,Washed,Dark,  Nutty  
Guatemala - El Carrisal,Brazil,Moonroast,Yellow Bourbon,Washed,Medium,  Sweet  
Tanzania Blackburn Estate - Washed,Ethiopia,Dark Woods,Bourbon,Honey,Dark,  Sweet  
Miraflores,Ethiopia,Origin,Ethiopia / Sudan Assesion,Washed,Medium,  Sweet    Fruity  
Solstice - Seasonal Espresso Blend,Brazil,Crown & Canvas,Mundo NovoTypica,Natural,Medium Light,  Sweet  
*fundraising* Uganda - The Coffee Gardens,India,Jolly Bean,Catuai,Washed,Medium,  Sweet    Fruity  
Colombian Excelso,Kenya,Stokes Tea and Coffee,Bourbon,Washed, Dark,  Sweet  
Finca San Isidro,Nicaragua,Monmouth Coffee,ArabicaRobiaceae Coffea,Natural,Dark,  Chocolate    Winey  
Lunar,Uganda,Moonroast,Kaffa,Washed,Medium,  Sweet    Fruity  
Kenya Kigutha,Indonesia,Roastworks,Red BourbonArabica,Washed,Dark,  Sweet    Fruity  
Brazilian Ipanema Yellow Bourbon,Ecuador,On The Grind,CaturraBourbonPacamaraTypicaRobiaceae Coffea,Washed,Light,  Sweet  
Guatemala Concepción,Brazil,The Roasting Project,Yellow CatuaiVilla SarchiMundo NovoPache ComumBourbonCatuaiSan RamonRed Catuai,Natural,Dark,  Sweet    Fruity  
La Arada Natural 35-40 Days,Peru,Coffee Real,CastilloColombiaCaturra,Natural,Light,  Nutty  
Homebrew Peru / Guatemala / Ethiopia,Rwanda,The Roasting Project,Arabica,Honey,Medium,  Sweet    Fruity  
Bloomsbury  Blend,Guatemala,Lost Barn,CaturraBourbon,"DecafWashed, Mountain Water",Medium,  Sweet    Fruity  
Monte Cristo Espresso | Brazil,Tanzania,Notes,CaturraPacas,Washed,Medium,  Sweet    Fruity  
Blossom,Brazil,Blossom,CaturraBourbon,Washed,Dark,  Sweet    Fruity  
Lina 50/50,Panama,Scotties Coffee,CaturraBourbonCatuai,Washed,Light,  Fruity  
Dark Horse,Guatemala,Quarter Horse,TypicaYellow Bourbon,Washed, Dark,  Sweet  
El Salvador El Cipres,Colombia,Chimney Fire Coffee,CaturraTypica,Washed,,  Sweet  
El Salvador Bosque Lya,Ethiopia,Method Coffee Roasters,TopázioEthiopia / Sudan AssesionGesha / AbyssiniaRed Catuai,Washed,,  Sweet    Fruity  
Stowaway,Uganda,Blak Nektar,Red Bourbon,Honey,,  Sweet    Fruity  
Shelly Beach Decaf Maple Syrup | Dark Chocolate | Red Grape,Colombia,Urban Baristas,CaturraCatuai,Washed,,  Sweet    Fruity  
Colombia La Restitucion,Colombia,Roastworks,Hybrido de Timor,Natural,,  Sweet  
Ethiopia Limu - Single Origin,Peru,Coffee Novice,Ethiopia / Sudan AssesionRobiaceae Coffea,Natural,,  Sweet    Fruity  
Peru | Cerro Picorana,Indonesia,Hundred House,Kent,Washed,,  Sweet  
Guatemalan Huehuetenango,Ethiopia,Kulture Coffee,Mundo NovoCaturraCatimor / AtengCatuai,Washed,,  Sweet  
Guatemala - Edelmiro Lopez,Kenya,Fika,Caturra,Wet Hulled,,  Sweet    Fruity  
Hope Street Blend,Brazil,92 Degrees,CaturraCatimor / AtengGesha / Abyssinia,Natural,,  Nutty  
Gone For Lunch,Guatemala,Coffee Real,Yellow Catuai,Washed,,  Sweet  
Elevenses,El Salvador,The Missing Bean,Yellow Catuai,"DecafWashed, Mountain Water",,  Nutty  
Kafeno,Peru,Whole in the Ground,Arabica,Washed,,  Sweet    Fruity  
Vietnam,Guatemala,Stirling Coffee,Bourbon,Washed,,  Fruity  
"Gelana Red Catuai, Ethiopia",Ethiopia,Campbell & Syme,,Natural,,  Chocolate    Winey  
Horizon - Rwanda,Mexico,Old Spike,,Natural,,  Fruity  
Costa Rica Libertad Especial,Brazil,Ristretto,,Washed,,  Sweet  
Cojín Seasonal Espresso,Brazil,Passion Fruit,,,,  Chocolate    Winey  
Indonesia – Bener Meriah Organic,El Salvador,Sustain,,,,  Sweet    Fruity  
Adola,Peru,Fireheart Coffee,,,,  Sweet    Fruity  
"India, Mysore, Plantation A",Brazil,Quantum Roasters,,,,  Sweet    Fruity  
Mexico - Decaf,Mexico,Carve,,,,  Sweet  
Half The Caffeine,Peru,Redroaster,,,,  Sweet  
Colombia San Luis 100% Typica - Washed (wild Fermentation),Colombia,Dark Woods,ColombiaTypica,Washed,Light,  Fruity  
Colombia - El Muro,Colombia,Craft House Coffee,Caturra,Washed,Medium,  Sweet  
Ethiopia Yirgacheffe Koko Natural,Ethiopia,Kaffee Culture,KumieWilshoDeiga/Dega,Natural,Medium,  Sweet    Fruity  
Kenya ‘nakuba’,Kenya,Wellington,BourbonSL-28Kent,Washed,Medium,  Sweet    Fruity  
Djimmah - Forest Harvested,Ethiopia,Coffee Real,Robiaceae Coffea,Natural,Dark,  Sweet  
Roan,Ethiopia,Quarter Horse,Ethiopia / Sudan AssesionKaffa,Natural,Medium,  Sweet  
Propeller - Single Origin - Ethiopia,Guatemala,The Gentlemen Baristas,Pache ComumCaturraBourbon,"DecafWashed, Swiss Water",Light,  Sweet    Fruity  
Venkids Valley - India,India,Old Spike,Catuai,Honey,Medium,  Fruity  
Brazil Microlot 1930,Brazil,Hill Top Brews,Catucai,Honey,Green,  Fruity  
L.a. Blend | Great Taste Award Winner,Uganda,Edgcumbes,BourbonSL-14CatuaiRed CatuaiSL-28,Washed,Dark,  Chocolate    Winey  
Raw Green Rwanda Inzovu,Brazil,On The Grind,Bourbon,Natural,Medium Light,  Sweet    Fruity  
Bernard - Seasonal,Guatemala,Bean Brothers,Ethiopia / Sudan AssesionTypicaRobiaceae CoffeaCatimor / Ateng,Natural,Medium,  Sweet  
Ethiopian Sidamo,Rwanda,On The Grind,Ethiopia / Sudan AssesionRobiaceae Coffea,Honey,Medium,  Sweet    Fruity  
Costa Rica,Indonesia,Loud Mouth Coffee,Villa Sarchi,Washed,Medium,  Chocolate    Winey  
Rotutu | East Timor,Ethiopia,Roast Lab,TypicaHybrido de Timor,Washed,Dark,  Sweet  
Ethiopia • Nano Challa,Ethiopia,Quarter Horse,Ethiopia / Sudan AssesionAgaroGimmaF6Robiaceae CoffeaKaffa,Washed,Light,  Sweet  
Bukhorka Burundi,Costa Rica,Littlestone,Mibirizi,Washed,Medium Light,  Sweet    Fruity  
Papua New Guinea A/X Korofeigu Coop,Timor,On The Grind,ArushaBlue Mountain,Natural,Light,  Sweet  
Ethiopia Bookisa Natural,Ethiopia,North Star,JARC 74110JARC 74112,Washed,Dark,  Sweet  
Ethiopia Bonde Kochere,Burundi,Glen Lyon,Ethiopia / Sudan AssesionRobiaceae Coffea,"DecafWashed, Mountain Water",Medium,  Chocolate    Winey  
Colombia Mountain Water,Papua New Guinea,Indy Coffee,Colombia,Washed,Dark,  Sweet  
Fine City Blend,Ethiopia,Strangers,Ethiopia / Sudan AssesionColombiaCaturraRobiaceae Coffea,Washed,Medium,  Sweet  
Gatomboya,Ethiopia,Artisan Roast,SL-34SL-28,Washed,Light,  Chocolate    Winey  
Midnight Flyer,Colombia,Edgcumbes,SL-14SL-28,Washed,Dark,  Sweet  
Beshasha - Ethiopia,Colombia,Black Rain,Ethiopia / Sudan AssesionRobiaceae Coffea,Natural,Medium Dark,  Nutty  
Brazil - Saõ Lucas (single Estate),Ethiopia,Crude,Mundo Novo,Washed,Dark,  Sweet  
Naranjo Agrio,Kenya,Fidela,Colombia,Washed,Dark,  Sweet    Fruity  
"China – Lafu , Yunnan",Uganda,Cricklewood,Catimor / Ateng,Washed,Medium,"['Molasses', 'Rose', 'Fruity', 'Winey']"
Paya - Guatemala,Ethiopia,The Roasting Shed,CaturraBourbon,Washed,Medium,"['Spices', 'Almond', 'Vanilla', 'Sweet', 'Raisin']"
Tenement Espresso,Brazil,The Steamie,Mundo NovoCaturra,Honey,Medium Light,['Roasted']
Feature Filter | Kii Ab | Kenya,Costa Rica,Curve,Ruiru 11SL-34SL-28,Washed,Dark,"['Fruity', 'Sour ', 'Aromatics', 'Winey', 'Fresh']"
Matagalpa,China,Stirling Coffee,BourbonTypicaCatuai,Natural,Medium,"['Nutty', 'Cocoa', 'Orange']"
Brazil - The Black Mountain,Guatemala,Rockhill Brothers,Bourbon,Washed,Light,"['Hazelnut', 'Nutty', 'Chocolate', 'Caramelized', 'Vanilla', 'Sweet', 'Lemon', 'Citrus ', 'Fruit']"
Finca Los Laureles Ii,Brazil,Monmouth Coffee,Bourbon,Washed,Light,"['Nutty/', 'Cocoa', 'Caramelized', 'Vanilla', 'Orange', 'Citrus ', 'Fruit']"
"Kigwandi Aa, Kenya",Colombia,Campbell & Syme,ColombiaCaturraTypica,Honey,Light,"['Raspberry', 'Grapefruit']"
Blend,Kenya,Ristretto,Ethiopia / Sudan AssesionJARC 74110Robiaceae CoffeaJARC 74112,Decaf,Medium,"['Chocolate', 'Caramelized', 'Sweet', 'Orange']"
"Decaf, Central American",Nicaragua,Inverness Coffee Roasting Co.,CaturraPache Comum,Washed,Light,"['Spices', 'Chocolate', 'Vanilla', 'Sweet', 'Lemon', 'Citrus ', 'Fruit']"
Florada De Maio Coffee Beans,Brazil,Cafezinho,Yellow Catuai,Washed,Medium,"['Roasted', 'Anise', 'Spices', 'Vanilla', 'Berry', 'Fresh']"
"Colombia, Inza Cauca",Guatemala,Quantum Roasters,Ruiru 11SL-34BatianSL-28,Natural,Light,"['Chocolate', 'Blackberry', 'Berry', 'Grape', 'Winey']"
Mustefa Abakeno,Kenya,The Norfolk Coffee,Yellow CatuaiVilla SarchiBourbonVeneciaVillalobosGesha / AbyssiniaRed Catuai,"DecafWashed, Mountain Water",Medium,"['Vanilla', 'Blueberry', 'Strawberry', 'Orange']"
Decaffeinated - Dream Jeanie,Mexico,Bean Brothers,SL-34Ruiru 11BatianSL-28,Washed,Light,"['Dark ', 'Chocolate', 'Caramelized', 'Brown ', 'Sugar', 'Other']"
Sweetshop,Brazil,Square Mile Coffee,Pink Bourbon,"DecafWashed, Sparkling Water (CO2)",Medium,"['Anise', 'Nutty', 'Dark ', 'Chocolate', 'Cocoa', 'Sweet ', 'Aromatic', 'Herb-like']"
Peru Pichinaki – Sparkling Water Decaf,Guatemala,Island Roasted,Ethiopia / Sudan AssesionArabicaRobiaceae Coffea,Natural,Dark,"['Hazelnut', 'Caramelized', 'Pear']"
Brazil Sitio Sao Francisco (natural),Mexico,Clifton Coffee,Robiaceae Coffea,Washed,Light,"['Floral', 'Berry', 'Sour ', 'Aromatics', 'Fresh']"
"Kiajibbi #5, Kenya",Brazil,Fountain Rock,Catucai,Honey,Dark,"['Spices', 'Hazelnut', 'Chocolate', 'Sweet', 'Cherry', 'Citrus ', 'Fruit', 'Fruity', 'Winey']"
"Costa Rica - Sonora Honey ""red Gold"" Microlot",Colombia,Bean Brothers,Caturra,Washed,Light,"['Molasses', 'Caramelized', 'Orange', 'Sour ', 'Aromatics', 'Fresh']"
Baragwi Pb #002 (filter),Ethiopia,Round Hill Roastery,Selection 9,Washed,Medium,"['Berry', 'Other ', 'Fruit', 'Lemon']"
Colombia Wilson Alba Córdoba,North & Central America,Clifton Coffee,SL-34SL-28,Honey,Light,"['Nutty/', 'Cocoa', 'Caramelized']"
Under Milk Wood,Guatemala,Dark Woods,Robiaceae Coffea,Washed,Light,"['Caramelized', 'Apple', 'Grapefruit', 'Fresh']"
Papua New Guinea - Elimbari A,Peru,Third Wave,Catucai,Natural,Medium,"['Hazelnut', 'Nutty', 'Dark ', 'Chocolate', 'Sweet']"
Brazil - Bom Jesus,Brazil,Third Wave,Bourbon,Natural,Dark,"['Vanilla', 'Pineapple', 'Other ', 'Fruit', 'Grapefruit']"
Colombia - Mandela,Kenya,Third Wave,Robiaceae Coffea,Washed,Dark,"['Caramelized', 'Brown ', 'Sugar', 'Cherry']"
Colombia - La Esperanza,Costa Rica,Third Wave,Robiaceae Coffea,Honey,Medium,"['Hazelnut', 'Sweet', 'Other ', 'Fruit', 'Lemon']"
India - Gems Of Aruka,Kenya,Third Wave,Bourbon,Washed,Medium Dark,"['Nutmeg', 'Berry', 'Peach']"
Kenya - Gakuyu Aa,Colombia,Third Wave,Pache ComumBourbonTypicaCatuai,Washed,Medium Light,"['Floral', 'Floral', 'Berry', 'Peach']"
Peru - El Oso,Brazil,Third Wave,Red Bourbon,Honey,Medium Dark,"['Honey', 'Floral', 'Floral', 'Fruity']"
Brazil - Carmo De Minas,India,Third Wave,CaturraBourbonTypica,"DecafWashed, Swiss Water",Medium Light,"['Chocolate', 'Black ', 'Tea', 'Pomegranate']"
Burundi - Rotheca Project (decaf),Ethiopia,Third Wave,CaturraTypicaRed Bourbon,Washed,Green,"['Molasses', 'Caramelized', 'Peach']"
Yirgacheffe,Papua New Guinea,Union,Catuai,Washed,Medium Dark,"['Cereal', 'Almond', 'Citrus ', 'Fruit']"
Yayu Wild Forest,Brazil,Union,Robiaceae Coffea,Washed,Green,"['Rose', 'Floral', 'Grape', 'Pear', 'Orange']"
Agasaro Women'S Lot,Colombia,Union,Red Bourbon,Washed,Medium,"['Dark ', 'Chocolate', 'Vanilla', 'Grape']"
Liberacion,Honduras,Union,Mundo NovoBourbonCatuai,"DecafNatural, Sparkling Water (CO2)",Medium Light,"['Molasses', 'Caramelized', 'Berry', 'Orange']"
Decaf Maraba,Colombia,Union,Yellow Catuai,Washed,Green,"['Chocolate', 'Caramelized', 'Citrus ', 'Fruit']"
House Roast,India,Union,PacasBourbonRobiaceae CoffeaHybrido de Timor,"DecafNatural, Sparkling Water (CO2)",Green,"['Nutty', 'Dark ', 'Chocolate', 'Molasses', 'Caramelized']"
Decaf,Kenya,Union,BourbonTypicaHybrido de Timor,Honey,Medium Dark,"['Cinnamon', 'Dark ', 'Chocolate', 'Molasses', 'Caramelized']"
Verde Alto,Peru,Union,Caturra,Honey,Medium,"['Molasses', 'Caramelized', 'Berry', 'Citrus ', 'Fruit']"
Revelation,Brazil,Union,CaturraPache ComumBourbonTypicaArabica,Washed,Light,"['Hazelnut', 'Chocolate', 'Cherry']"
Setamo,Burundi,Union,Arabica,Washed,Medium Light,"['Hazelnut', 'Chocolate', 'Orange']"
Maraba,Ethiopia,Union,Colombia,Natural,Medium,"['Chocolate', 'Caramelized', 'Sweet', 'Lemon']"
Bobolink,Ethiopia,Union,ArabicaRobusta,Washed,Green,"['Dark ', 'Chocolate', 'Molasses', 'Caramelized']"
Bright Note,Rwanda,Union,Colombia,Washed,Light,"['Cocoa', 'Molasses', 'Caramelized', 'Grapefruit']"
Natural Spirit,Guatemala,Union,Robiaceae CoffeaBlue Mountain,Washed,Medium Light,"['Maple ', 'Syrup', 'Floral', 'Other ', 'Fruit', 'Orange']"
Foundation,Rwanda,Union,Ethiopia / Sudan AssesionColombiaArabica,Natural,Green,"['Chocolate', 'Winey']"
Gajah Mountain,Peru,Union,Ethiopia / Sudan AssesionColombiaTypicaArabica,Washed,Green,"['Sweet', 'Fruity']"
Timana,Colombia,Union,Ethiopia / Sudan AssesionColombiaLongberry,"Natural, Monsooned",Green,['Sweet']
Peruvian Shg Dark Roasted,Peru,Roast & Post,Ethiopia / Sudan Assesion,"DecafWashed, Solvent T.C.E / M.C.(KVW)",Green,['Sweet']
Brazilian Santos,Rwanda,Roast & Post,,Washed,Medium Light,['Sweet']
Monsoon Malabar - Italian Roast,Costa Rica,Roast & Post,,Decaf,Medium,['Sweet']
Colombian Supremo - New,El Salvador,Roast & Post,,"Natural, Monsooned",,['Nutty']
Peruvian Organic & Fairtrade Raw Green Coffee Beans,Costa Rica,Roast & Post,,"DecafWashed, Swiss Water",,['Sweet']
Espresso Blend Fairtrade,Guatemala,Roast & Post,,,,['Sweet']
Celebes Kalossi Toraja Raw Green Coffee Beans,Rwanda,Roast & Post,,,,"['Sweet', 'Fruity']"
Guatemalan Finca Oriflama Raw Green Coffee Beans,Guatemala,Roast & Post,Ethiopia / Sudan Assesion,Washed,Green,['Sweet']
Guatemalan Organic & Fairtrade Raw Green Coffee Beans,Guatemala,Roast & Post,Kona / GuatemalaArabica,"DecafWashed, Swiss Water",Green,"['Sweet', 'Fruity']"
Tanzanian Ngorongoro Crater - New,Tanzania,Roast & Post,ColombiaArabica,Honey,Medium,['Sweet']
Colombian Fairtrade Raw Green Coffee Beans,Colombia,Roast & Post,ColombiaArabica,Decaf,Green,"['Chocolate', 'Winey']"
Sumatra Takengon Organic & Fairtrade,Indonesia,Roast & Post,Arabica,"DecafWashed, Sugarcane (E.A.)",Medium Light,"['Sweet', 'Fruity']"
Ethiopian Harrar Longberry,Ethiopia,Roast & Post,Typica,"Natural, Monsooned",Medium Light,"['Sweet', 'Fruity']"
Costa Rica Fairtrade Dark Roasted,Costa Rica,Roast & Post,Java (Cultivar),"DecafWashed, Swiss Water",Medium Dark,['Sweet']
Espresso Reserve (green),Australia,Roast & Post,CaturraPache ComumBourbonTypicaArabica,"DecafWashed, Solvent T.C.E / M.C.(KVW)",Green,"['Sweet', 'Fruity']"
Australian Skybury Raw Green Coffee Beans,Tanzania,Roast & Post,TypicaArabica,"DecafNatural, Swiss Water",Green,['Nutty']
Kona Hawaii 250g,Indonesia,Roast & Post,Arabica,Washed,Medium Light,"['Sweet', 'Fruity']"
Roast & Post Medium Roast Blend Organic & Fairtrade,Papua New Guinea,Roast & Post,Colombia,Honey,Medium Light,"['Sweet', 'Fruity']"
Sumatran Dark Roasted - Non Organic & Fairtrade,Indonesia,Roast & Post,Java (Cultivar)Arabica,Washed,Medium Dark,"['Sweet', 'Fruity']"
Roast & Post Freedom Blend Organic & Fairtrade,Costa Rica,Roast & Post,ColombiaArabica,"Natural, Monsooned",Medium Dark,"['Sweet', 'Fruity']"
Colombian San Agustin,Peru,Roast & Post,Arabica,Honey,Medium Light,['Fruity']
Swiss Water Decaffeinated Dark Roasted Organic & Fairtrade,Tanzania,Roast & Post,Java (Cultivar)Arabica,"Natural, Monsooned",Medium Dark,['Sweet']
Peruvian Carranza - Juan Marco El Palto - New,Indonesia,Roast & Post,Ethiopia / Sudan Assesion,Honey,Medium,['Sweet']
Guatemalan Huehuetenango Raw Green Coffee Beans,Colombia,Roast & Post,Ethiopia / Sudan AssesionAgaroGimmaArabica,Washed,Green,"['Sweet', 'Fruity']"
Decaffeinated Colombian Dark Roasted,Colombia,Roast & Post,Arabica,Decaf,Medium Dark,"['Sweet', 'Fruity']"
Old Brown Java,Indonesia,Roast & Post,Colombia,Washed,Medium Dark,"['Sweet', 'Fruity']"
Kenya Estate Aa,Peru,Roast & Post,Arabica,Decaf,Medium Light,['Sweet']
Kopi Luwak (civet Cat Coffee) (125g Pack),Guatemala,Roast & Post,Villa SarchiCaturraArabicaRobiaceae CoffeaSan RamonRed Catuai,"Natural, Monsooned",Medium Dark,"['Sweet', 'Fruity']"
Cuban Raw Green Coffee Beans,Colombia,Roast & Post,Robusta,Washed,Green,['Sweet']
Peru Shg Medium Roasted,Indonesia,Roast & Post,TabiArabica,Honey,Medium Light,['Sweet']
Sumatra Takengon Organic & Fairtrade Raw Green Coffee Beans,Kenya,Roast & Post,Ethiopia / Sudan AssesionKaffa,"Natural, Monsooned",Green,"['Sweet', 'Fruity']"
Mexican Medium Roast,Indonesia,Roast & Post,ColombiaArabica,"DecafNatural, Swiss Water",Medium,['Nutty']
Dominican Republic Barahona Aa,Cuba,Roast & Post,TypicaRobiaceae Coffea,Washed,Medium,['Sweet']
Honduras Shg,Haiti,Roast & Post,ColombiaArabicaRobiaceae Coffea,Washed,Medium,['Nutty']
Monsoon Malabar Special Medium Roast,Peru,Roast & Post,ColombiaArabica,Washed,Medium,"['Sweet', 'Fruity']"
Swiss Water® Decaffeinated Organic & Fairtrade Raw Green Coffee Beans,Indonesia,Roast & Post,Kona / GuatemalaArabica,Washed,Green,['Fruity']
Decaffeinated Colombian Fairtrade,Mexico,Roast & Post,Ethiopia / Sudan Assesion,Decaf,Medium Light,"['Chocolate', 'Winey']"
Honduras Capucas - New,Guatemala,Roast & Post,BourbonTypicaArabica,Washed,Medium,['Fruity']
Jamaica Blue Mountain Raw Green Coffee Beans,Dominican Republic,Roast & Post,Robiaceae CoffeaBlue Mountain,"DecafWashed, Solvent T.C.E / M.C.(KVW)",Green,['Sweet']
Australian Skybury,Honduras,Roast & Post,ArabicaRobiaceae Coffea,Washed,Medium Light,"['Chocolate', 'Winey']"
Kopi Luwak (civet Cat Coffee) (500g),Guatemala,Roast & Post,Robusta,"DecafNatural, Swiss Water",Medium Dark,"['Sweet', 'Fruity']"
Brazilian Santos Raw Green Coffee Beans,India,Roast & Post,ArabicaMaragogype,,Green,"['Sweet', 'Fruity']"
