,coffee_title,coffee_origin,roaster_name,variety,production,roast_level,flavour
2860,Raw Green Papua New Guinea A/X Korofeigu Coop,Colombia,On The Grind,Robiaceae Coffea,Washed,MediumOmni,Brown SugarRoseBerry
2861,Odo Shakiso,Mexico,Cartwheel,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,Omni,ChocolateVanillaOther FruitFruity
2862,Choc Cherry Decafalon Decaf Coffee,Colombia,Coffee Wanchors,Bourbon,Washed,Omni,ChocolateBrown SugarSweetOrangeCitrus FruitRaw
2863,Pacific Rescue - San Pancho Turtle,Colombia,Coffee Real,CastilloColombiaCaturra,Natural,,SpicesVanillaFruity
2864,Peru Gonzilla,Papua New Guinea,On The Grind,Colombia,Washed,,SpicesHoneyVanillaSweetStrawberryCherryPearLemonFruityBitter
2865,Costa Rica Batamba Geisha,Ethiopia,Kaffee Culture,USDAS795,"DecafWashed, Sparkling Water (CO2)",,SpicesMaple SyrupFloralBerryCherryLemonLimeCitrus FruitCitric AcidMalic AcidFermentedVegetativeOther
2866,El Patio - Guatemala,Ethiopia,Hometown,Selection 9S795,Washed,,PomegranateGrape
2867,Galápagos Finca El Cafetal,Peru,Luckie Beans,Red Bourbon,Washed,,SpicesPeanutsSweetLemonLime
2868,Ethiopia – Egata Beshu,Costa Rica,Hot Numbers,Ethiopia / Sudan AssesionRobiaceae Coffea,"DecafWashed, Swiss Water",,SweetFloralFloralOther FruitFruityCitric AcidBitter
2869,,Guatemala,Ovenbird,Ethiopia / Sudan AssesionJARC 74110JARC 74112,Natural,,SweetFloralOrange
2870,Special Edition Brazil Dbarbosa,Ecuador,Bean Coffee,Mundo Novo,Natural,,Nutty/CocoaVanillaSweetBlack TeaFloral
2871,Peru Tunki Coffee,Ethiopia,Winchester Coffee Roasters,Robiaceae Coffea,Washed,,FloralCherryGrapefruitFruityFresh
2872,English Afternoon Decaffeinated Black Tea,Ethiopia,Two Dogs,Castillo,Natural,,AlmondSweetBerryApple
2873,Peru – Pedro Garcia Diaz,Brazil,Footprint Coffee,Gesha / Abyssinia,Natural,,NuttyChocolateCitrus Fruit
2874,"Planadas, Colombia",Peru,Wolfox,Castillo,Natural,,ChocolateRoseBerryPeachOther Fruit
2875,Lazy Afternoon - Half Caff Coffee Blend,Peru,Black Cat Coffee,Robusta,Natural,,ChocolateMaple Syrup
2876,"Rantekarua, Indonesia. Pre-Order, Delivery From 12/09/22",Colombia,Roasting House,Bourbon,Honey,,Dark ChocolateBerryDried FruitCherryOrange
2877,Gems Of Araku India,Brazil,Littlestone,CaturraTypicaArabicaCriollo,Natural,,ChocolateCaramelizedBlueberry
2878,Buf Nyarusiza Nzeyimana - Rwanda,Colombia,Hometown,SL-28,Washed,,PineapplePeachOther FruitGrapefruitFruity
2879,Natural Pilgrim,Indonesia,Department of Coffee,Mundo NovoBourbonRobiaceae CoffeaCatuai,Natural,,Dark ChocolateCocoaCaramelizedVanillaOther Fruit
2880,Bookkisa,India,Blossom,Arabica,Honey,,GrainRoastedCitrus FruitFruity
2881,Fazenda Calil,Rwanda,Fortitude,PacasBourbon,Natural,,RoastedMaple SyrupSweet
2882,Gato Bandido - Blend,Ethiopia,Coffee Gems,CastilloColombiaCaturra,Washed,,RoastedAlmondNutty/CocoaHoneyVanillaSweetBerryCitrus FruitFruity
2883,French Roast,Ethiopia,Bad Hand Coffee,ColombiaRobiaceae Coffea,Honey,,Floral
2884,Mella  Blend,Brazil,Bailies Coffee,,Natural,,FloralDried Fruit
2885,"La Bolsa Finca, Guatemala",Kenya,Simba Bru,,Natural,,RoseFloralApple
2886,Colombian Supremo,Honduras,On The Grind,,Washed,,NuttyCocoaHoneyOverall SweetMusty/Earthy
2887,Rare And Unique Series | Finca Inmaculada Gesha,Ethiopia,Curve,,Washed,,HazelnutNuttyDark ChocolateVanillaSweet
2888,"Yenni, Thermal Shock Castillo, Colombia",Kenya,Outpost,,,,ChocolateVanillaCitrus Fruit
2889,Vietnam - Wet Polished Robusta,Colombia,Two Dogs,,,,ChocolateVanillaSweetBlackberryBerryFruityWiney
2890,Foundry No. 1,Ethiopia,Ouseburn Coffee Co,,,,ChocolateCaramelizedRaisin
2891,Bolivia Union Pro-Agro Cafe Femenino - Washed,Guatemala,Dark Woods,,,,ChocolateSweetOther Fruit
2892,"Finca El Venado, West Valley - Costa Rica",Colombia,Coffee Gems,,,,ChocolateFloralBerry
2893,Blackwall Estate Espresso | Brazil,Colombia,Notes,,,,CaramelizedBrown SugarRaspberryApple
2894,Rwanda - Single Origin,Colombia,Coffee Novice,,,,PeanutsHazelnutChocolateCocoaNutty/CocoaBrown SugarVanillaFloralRaisin
2895,El Salvador La Carbonera,Vietnam,Lost Barn,,,,NuttyFloral
2896,Cali Crash · Single Origin Colombian Coffee,El Salvador,5 Rings,,,,MolassesCaramelizedRaspberryPeachOrangeCitrus Fruit
2897,Omnon Coffee & Milk Chocolate 50%,Brazil,UE Coffee Roasters,,,,
2898,Felicita Square Electronic Temperature Control Kettle,Indonesia,Kulture Coffee,,,,
2899,"Inza – Asorcafe, Colombia",Bolivia,Roasting House,,,,
2900,Indonesian Java 'Old Brown',Indonesia,Two Dogs,Java (Cultivar),Washed,Medium Dark,TobacoSmokySpicesMusty/Earthy
2901,Decaf: Colombia: Montes Tatama - Single Origin - 100% Arabica - Sugar Cane Process - Newly Arrived,Colombia,Rinaldo's Coffee,CastilloColombiaCaturraBourbon,"DecafWashed, Sugarcane (E.A.)",Omni,AlmondChocolateCaramelizedRaspberryRaisinOrange
2902,"Ethiopia, Hambella",Ethiopia,Weanie Beans,Ethiopia / Sudan Assesion,Natural,Espresso,HazelnutCaramelizedBrown SugarSweetFloralPeachWiney
2903,Espresso - Single Origin,Brazil,Flying Horse,Yellow Bourbon,Natural,Omni,Brown SugarFloralRaspberry
2904,Ethiopia Yirgacheffe Dumerso,Ethiopia,Luckie Beans,Robiaceae Coffea,"DecafWashed, Sugarcane (E.A.)",Dark,StrawberryPineappleOther Fruit
2905,Ethiopia Haru,Ethiopia,UE Coffee Roasters,Ethiopia / Sudan Assesion,Washed,Filter,CaramelizedVanillaOrange
2906,El Carmen Decaf,Brazil,Crankhouse Coffee,ColombiaRobiaceae Coffea,Washed,Omni,HazelnutNuttyChocolateDark ChocolateMusty/Earthy
2907,Oonagh,Colombia,Causeway,Lempira,Washed,Filter,BerryGrapeAppleFruity
2908,Faith,Vietnam,Blossom,Ruiru 11SL-34SL-28,"DecafWashed, Swiss Water",Extra Dark,Dark ChocolateMolassesCaramelizedSweetDried FruitOther Fruit
2909,Honduras – San Rafael (organic),Nicaragua,Footprint Coffee,ParainemaRed Catuai,Washed,Espresso,FloralApple
2910,Capucas Organic Swiss Water Decaf - Honduras,Honduras,Devon Coffee Company,CaturraBourbonParainemaIcatuObata,Natural,MediumFilter,CocoaPomegranateLime
2911,Lonya Grande - Peru Organic,Colombia,Devon Coffee Company,CaturraPache ComumBourbonTypicaCatimor / Ateng,Honey,Omni,ChocolateOther Fruit
2912,Proper Gobby,Kenya,Loud Mouth Coffee,CaturraYellow Bourbon,Washed,Espresso,Nutty/CocoaSweetDried FruitPeachGrapefruitFruitySourWhiskeyFresh
2913,Assembly House Single Espresso,Honduras,Assembly,Catucai,Honey,Espresso,ChocolateCocoaVanilla
2914,Brazil Cerrado Grande - Pulped Natural,Honduras,Ristretto,ColombiaCaturra,Washed,Medium DarkOmni,CaramelizedVanillaBlueberryCitrus Fruit
2915,"Finca La Esperanza, Burila - Colombia",Peru,Coffee Gems,CastilloColombiaCaturraBourbonTabiTypicaF6,Natural,Filter,HazelnutCaramelizedHoneyCitrus Fruit
2916,Colombia – Certified Organic,Costa Rica,Green Bridge Organics,Red Bourbon,Washed,Espresso,CherryGrapeLemon
2917,Rwanda Liza Lot 8,Brazil,Fika,CastilloColombiaCaturraTypica,Honey,Omni,Floral
2918,Team Spectra Espresso Blend,Brazil,Nude,Colombia,Honey,Medium LightFilter,RoastedNuttyChocolateCaramelizedVanillaRaisinCitrus FruitFruity
2919,Brazilian Single Origin,Brazil,Roasting Plant,TypicaYellow Bourbon,"Natural, Anaerobic or Macerated",Espresso,Dark ChocolateCaramelizedVanilla
2920,Organic – Colombia,Honduras,Redroaster,Pacamara,Natural,Dark,CerealCaramelizedFruity
2921,Rockets And Rascals - Seadog,Colombia,Devon Coffee Company,TypicaCatimor / Ateng,Washed,Omni,VanillaSweetGrape
2922,Byron Bay Filter White Grape | Vanilla | Icing Sugar,Colombia,Urban Baristas,CaturraBourbon,Natural,Filter,HazelnutChocolateSweetCherryCitrus Fruit
2923,Jones,Rwanda,The Blending Room,Ethiopia / Sudan Assesion,"DecafWashed, Mountain Water",Medium Dark,RoastedSweetRaisinDried FruitFruity
2924,Preorder Trailblazers Duo Set - Mierisch & Pola,Brazil,Origin,Gesha / Abyssinia,"DecafHoney, Sparkling Water (CO2)",Espresso,ChocolateSweetBerryOrange
2925,Indonesia,Colombia,HEJ,CaturraBourbonCatuai,Honey,LightOmni,NuttyMaple SyrupCaramelizedHoneySweetAppleLime
2926,Q’antxabina | Guatemala,Brazil,Vagabond,Ethiopia / Sudan Assesion,"Natural, Anaerobic or Macerated",Medium,ChocolateCaramelizedRaspberryFruity
2927,Melody,Colombia,Modern Standard,Pink BourbonRobiaceae Coffea,"DecafWashed, Swiss Water",Omni,HoneySweetPeachOther Fruit
2928,El Salvador - Finca Los Angeles (natural Geisha) - 200g,Brazil,Abstract,CaturraTypica,Washed,Green,SpicesChocolateDried FruitLemonCitrus FruitWhiskey
2929,Mexican Mountain Water Decaf,Guatemala,On The Grind,CastilloColombiaCaturraPink BourbonTabiRobiaceae CoffeaHybrido de TimorGesha / AbyssiniaSL-28,Washed,Omni,RoastedChocolateCaramelizedVanillaSweetDried FruitOrangeLemon
2930,Q'Anil Decaf,Indonesia,Carvetii,SL-14SL-28,Washed,Medium,FloralFloralPeachOrange
2931,Ethiopia - Khalid Shifa,Guatemala,The Missing Bean,Red Bourbon,Washed,Dark,NutmegAppleFresh
2932,"Finca Juan Martin, Colombia",Brazil,Campbell & Syme,Lempira,Washed,Omni,SweetLemonCitrus Fruit
2933,Colombia - Swiss Water Decaf,Colombia,Quantum Roasters,Red Bourbon,Honey,Filter,CaramelizedOther Fruit
2934,"Juan Cubillos, Colombia",El Salvador,Campbell & Syme,Colombia,"DecafWashed, Sugarcane (E.A.)",Espresso,AlmondSweetRaspberry
2935,"Mt. Elgon Gibuzale, Uganda | Espresso",Mexico,Williams & Johnson,CastilloColombiaGesha / Abyssinia,"Natural, Anaerobic or Macerated",MediumFilter,Dark ChocolateMolassesSweetOther Fruit
2936,Rwanda - Single Origin,Guatemala,Carve,Tabi,Honey,Medium DarkFilter,CerealAlmondNutty/CocoaVanillaSweet
2937,Coffee Of The Month - Honduras Gea Diosa De La Tierra Bloom,Ethiopia,The Bean Shop,CatuaiS795Kaffa,Honey,Medium,ChocolateBlack TeaAppleLime
2938,Burundi 'Masenga',Colombia,Peaberry Coffee Roasters,ColombiaCaturra,Washed,Omni,FloralCitrus FruitFruity
2939,*bonus Deal* Colombian 30% Off,Colombia,Stirling Coffee,Typica,Honey,Espresso,CaramelizedHoneyBrown SugarFloralOrange
2940,Ojo De Agua,Colombia,Fidela,Robusta,Washed,Dark,Dark ChocolateNutty/CocoaHoneyVanillaSweet
2941,Mexico Finca Aurora Bloom,Uganda,The Bean Shop,CaturraBourbonTypica,Honey,Espresso,VanillaBlackberryOther Fruit
2942,India • Mooleh Manay,Rwanda,Quarter Horse,CatuaiKaffa,Washed,Omni,HoneySweetFloralFloralFruity
2943,Gumdrop,Honduras,Devon Coffee Company,Catimor / Ateng,Natural,Espresso,AlmondCaramelizedCherryApple
2944,Colombia - Finca La Peña,Burundi,Terrone & Co.,Parainema,Natural,Extra DarkOmni,SpicesVanillaCitrus FruitFruity
2945,Peru G1 Gonzilla Estate,Colombia,Hill Top Brews,Castillo,Natural,Espresso,Dark Green
2946,Drakon,Colombia,Whole in the Ground,Pacamara,Washed,Omni,RoastedAlmondDark ChocolateMolassesMaple SyrupCaramelizedRaspberryBerryOther Fruit
2947,Guatemala - Red De Mujeres,Mexico,Leicester Coffee House,Villa SarchiColombiaBourbonTypicaCatimor / Ateng,Washed,Medium,CaramelizedHoneySweetStrawberryOrange
2948,India • Venkids Valley,India,Quarter Horse,CaturraBourbonTypica,Honey,LightFilter,CaramelizedBrown SugarAppleCitrus FruitFresh
2949,Kaku Yunnan Province China,Peru,No.13,Colombia,"Natural, Anaerobic or Macerated",Omni,MolassesCaramelizedRaspberryOrange
2950,Honduras Pedro Joel Fiallos,Colombia,Bean Coffee,Caturra,"Natural, Anaerobic or Macerated",Medium DarkOmni,HoneySweetFruityBitter
2951,Colombia / Manos Juntas,Peru,Nude,BourbonTypicaCatuai,Honey,Omni,StrawberryPearFruityWineyFresh
2952,Elephant And Castle – Giant Beans,Vietnam,HEJ,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,MediumOmni,Dark ChocolateMaple SyrupCitrus Fruit
2953,Peru Emmeline,Guatemala,Luckie Beans,Robusta,Washed,Dark,Citrus FruitFruityWiney
2954,Peru La Danta Aa,India,Hard Lines,Mundo NovoAcaiaCatuai,Natural,Espresso,RoastedAlmondNuttyChocolateSweetCherryCitrus Fruit
2955,Castanhas Do Brasil Ground Coffee,China,Cafezinho,Yellow Bourbon,Natural,MediumOmni,NutmegRaspberryOrange
2956,Colombia La Loma,Honduras,The Roasting Project,Robiaceae Coffea,Washed,Omni,Brown SugarStrawberryOther Fruit
2957,Colombia: Finca Los Alpes - Single Origin - Microlot - 100% Arabica,Colombia,Rinaldo's Coffee,Yellow CatuaiMundo NovoCaturraPache ComumBourbonSL-14Robiaceae CoffeaCatuaiRed CatuaiSL-28,Honey,Dark,ChocolateMolassesCaramelizedBerryGrape
2958,East Blend,Nicaragua,Nude,Ethiopia / Sudan AssesionColombiaArabicaRobiaceae Coffea,Natural,Medium Dark,ChocolateBlueberryStrawberry
2959,Ethiopian Yirgacheffe,Peru,On The Grind,ColombiaCaturraBourbonTypica,Washed,Omni,NuttyChocolateDried Fruit
2960,Blend,Peru,River City,CastilloColombiaCaturra,Washed,Medium,NuttyChocolate
2961,Brazilian - Sul De Minas,Brazil,47 Degrees,CaturraBourbonCatuai,"DecafWashed, Sugarcane (E.A.)",Medium,PeanutsHazelnutNuttyChocolateNutty/CocoaVanillaSweetCitrus Fruit
2962,Brazil Pe De Cedro,Colombia,Roastworks,Colombia,Washed,Omni,ChocolateCaramelizedFloral
2963,"Buie Bora, Washed, Ethiopia",Colombia,Outpost,Mundo Novo,Natural,Medium Light,PeanutsChocolateNutty/CocoaVanillaSweetCitrus FruitFruity
2964,The,El Salvador,Roastworks,Typica,Natural,Medium Dark,ChocolateCaramelizedDried Fruit
2965,Brazil - House Party,Costa Rica,Hard Lines,CaturraBourbonTypicaCatuaiSan Ramon,Natural,Omni,AlmondChocolateFloralPeachOrangeFruity
2966,Wildcat  - Organic,Ethiopia,Beanberry,Selection 9,Honey,Medium LightFilter,ChocolateMolassesCaramelizedSweetFruity
2967,Blend 13 Colombia,Kenya,No.13,Yellow Bourbon,"Natural, Anaerobic or Macerated",Medium,Maple SyrupOrangeLemon
2968,"Decaf - Risaralda, Colombia",Brazil,Moonroast,Red Bourbon,Washed,,SpicesDark ChocolateSweetOrange
2969,Mexican Finca Aurora Brew Bags,Vietnam,Grain and Grind,Caturra,Washed,,Dark ChocolateMolassesCaramelizedHoneySweetBerryOther FruitLimeFruityOther
2970,Filter Blend,Brazil,Kaffee Culture,CaturraPacasParainemaCatimor / AtengCatuai,"DecafWashed, Mountain Water",,NuttyChocolateVanillaSweetCherryLime
2971,Big Yin,Brazil,The Steamie,ColombiaCaturraArabicaRobiaceae Coffea,"Natural, Anaerobic or Macerated",,ChocolateSweetCitrus Fruit
2972,Peru – Certified Organic,Ethiopia,Green Bridge Organics,Sigarar Utang,Honey,,HoneyStrawberry
2973,Las Palomas Costa Rica,Uganda,Littlestone,CaturraArabicaRobiaceae CoffeaRed Catuai,"DecafWashed, Swiss Water",,ChocolateBerryLime
2974,India Gems Of Araku,Brazil,Peaberry Coffee Roasters,Colombia,"Natural, Anaerobic or Macerated",,HazelnutChocolateOrange
2975,Brazil Pantano,Guatemala,The Blending Room,ColombiaTabiKaffa,Washed,,NuttyCaramelizedHoneyVanillaSweetStrawberryWiney
2976,Gisanga Boxset,Brazil,Cairngorm,Pache ComumBourbonArabicaSarchimor,Wet Hulled,,AlmondChocolateOrange
2977,Aquiares Estate – Costa Rica,Guatemala,Redroaster,BourbonTypicaCatimor / Ateng,Washed,,ChocolateOther Fruit
2978,Honduras - Coprocael Organic,Colombia,Two Dogs,Bourbon,Washed,,MolassesBerryOrange
2979,El Mirador - Colombia,Ethiopia,Kofra,KumieWilshoDeiga/Dega,Washed,,NuttyCocoaSweetFloralFloral
2980,Anvil Mexican Mountain Water Decaf,Colombia,Anvil,Robiaceae Coffea,Honey,,AlmondNuttyDark ChocolateNutty/CocoaCaramelizedHoneyVanillaSweetPomegranate
2981,Indonesia - Kerinci Anaerobic (honey),Colombia,Yorks,Ethiopia / Sudan AssesionBourbon,Natural,,Dark ChocolateCaramelizedBrown SugarAppleSourBitter
2982,Heavy Bag Espresso,Mexico,80 Stone,Kaffa,Honey,,Dark ChocolateStrawberryWiney
2983,Colombia - Swiss Water Decaffeinated,Kenya,Black Cat Coffee,Robiaceae Coffea,Natural,,ChocolateCaramelizedBrown SugarSweetBitter
2984,Colombia • La Pradera Tabi,Honduras,Quarter Horse,Catimor / AtengBergendal / Sumatra,Natural,,SpicesDark ChocolateBrown SugarCitrus FruitFruity
2985,Guatemala La Esmeralda,Colombia,Chimney Fire Coffee,Red Bourbon,Wet Hulled,,CloveSweetBlack TeaJasmineFloralOther Fruit
2986,Mandheling Queen Ketiara,Brazil,Edgcumbes,Caturra,Washed,,FloralFloralBerryPineappleOther FruitGrapefruitCitrus Fruit
2987,Mexico Oaxaca Region - Finca Aurora,Peru,Two Dogs,,Washed,,ChocolateMolassesCaramelizedHoneyPeachCitrus Fruit
2988,Ethiopia Yirgacheffe,Costa Rica,Roastworks,,,,Roasted
2989,"Ethiopia, Yirgacheffe",India,Quantum Roasters,,,,BlackberryRaspberryBerryCitrus FruitFruity
2990,New - India Ratnagiri Estate,Brazil,Boona Boona,,,,HoneyBrown SugarBerry
2991,What A Waste!,Rwanda,80 Stone,,,,CaramelizedHoneyFloralFloralStrawberryPeachWiney
2992,Rwanda Dukundekawa Musasa Ground Coffee,Costa Rica,Grumpy Mule,,,,ChocolateSweetStrawberryOther Fruit
2993,Guatemala Pocola Santa Paula Ground Coffee,Honduras,Grumpy Mule,,,,RoastedHazelnutChocolateCherryOther
2994,Half Caff Bundle,Colombia,Chimney Fire Coffee,,,,MolassesMaple SyrupSweetOther FruitCitrus Fruit
2995,"Chelichele, Ethiopia",Guatemala,Long & Short,,,,ChocolateBerryCitrus Fruit
2996,Brazil Lacador,Mexico,The Blending Room,,,,HoneyPeachPear
2997,Sumatran Lintong,Indonesia,Grain and Grind,,,,
2998,Rwanda - Sake Farm (the Womens Wash Station),Costa Rica,Bean Brothers,,,,
2999,Guatemala La Esperanza,Honduras,Stokes Tea and Coffee,,,,
3000,Rocket,Peru,Extract,Colombia,Washed,Espresso,AniseCaramelizedSweet AromaticCherryHerb-like
3001,Ethiopia - Getenef Jafa - Catuai - Natural,Colombia,Yorks,Catuai,Natural,Light,CocoaFloralFloralFruity
3002,Brazilian Ipanema Yellow Bourbon,Ethiopia,On The Grind,Yellow Bourbon,Honey,Light,HazelnutCaramelizedVanillaSweet
3003,Papua New Guinea Elimbari,Brazil,Kaffee Culture,Typica,Washed,Filter,ChocolateCaramelizedGrapefruitCitrus FruitFruity
3004,"Ippikin'S Rock: Organic House Blend, Box",Papua New Guinea,Apostle,ArabicaRobiaceae Coffea,Washed,Omni,AniseNutty/CocoaMolassesCaramelizedVanillaSweetAppleCitrus FruitFruity
3005,Rocket Fuel - High Caffeine Blend,Peru,River City,ArabicaRobusta,Washed,Medium,RoastedNuttyChocolate
3006,Malawi - Pamwamba Estate Aa,Nicaragua,On The Grind,Catimor / AtengSL-28,Washed,Espresso,MolassesCaramelizedBrown SugarSweetAppleCitrus FruitFresh
3007,No 1.2 - House Blend,Honduras,Backyard Coffee,Catuai,Honey,Filter,NuttyDark ChocolateSweetBerryCherryCitrus Fruit
3008,Brazil Santa Colomba,Brazil,Hands On Coffee,Red BourbonCatuai,Washed,Filter,NuttyCaramelizedVanillaSweetPeachOther FruitFruityOverripe
3009,No Boundaries Brew,Vietnam,Caravan,Acaia,Natural,Omni,NuttyCaramelizedHoneyVanillaSweetFruity
3010,Fazenda Rio Verde,Malawi,Carvetii,BourbonAcaiaCatuai,Honey,Medium Dark,NutmegHazelnutNuttyNutty/CocoaMolassesCaramelizedFloralPear
3011,Sítio Grota São Pedro,Uganda,Monmouth Coffee,PacasBourbon,Washed,Filter,NuttyChocolateCaramelizedCitrus Fruit
3012,El Salvador Finca Santa Maria,Brazil,Welsh Coffee,Mundo Novo,Natural,Omni,NuttyChocolateSweetOther Fruit
3013,Potosí,Brazil,Red Bank,SL-34SL-28,Natural,MediumOmni,ChocolateDark ChocolateFloralCherry
3014,Sao Lucas - House Blend,Nicaragua,Strangers,Topázio,Washed,MediumOmni,NuttyCaramelizedHoneySweet
3015,Kenyan - Kiangai Aa,Rwanda,Jolly Bean,Catuai,Natural,MediumOmni,SpicesFloralFloralBerryOrangeSour Aromatics
3016,Brazil - Cachoeira Topazio,Brazil,The Missing Bean,Arabica,Natural,MediumOmni,HazelnutChocolateOther Fruit
3017,Los Pinos By Joaquina Montoya,Brazil,Passion Fruit,CaturraBourbonTypica,"DecafWashed, Swiss Water",Light,ChocolateFruityWiney
3018,Swiss Water Decaffeinated Coffee,El Salvador,Ethical Addictions,PacasBourbon,Washed,Espresso,Chocolate
3019,Guatemala - Red De Mujeres,Bolivia,Crown & Canvas,Yellow Catuai,Honey,DarkEspresso,Dark ChocolateMolassesCaramelizedRaspberryOther Fruit
3020,El Carmen - El Salvador,Colombia,Coffee Gems,Red Catuai,Natural,Medium Dark,NuttyCocoaSweetBerryGrapeFruity
3021,Brazilian Vira Mao/Gerezim,Brazil,Ethical Addictions,CaturraCatuai,Natural,Omni,NuttySweet
3022,Cordilheiras Fermented,Kenya,Cafezinho,Yellow CatuaiMundo NovoCaturraPache ComumBourbonSL-14Robiaceae CoffeaCatuaiRed CatuaiSL-28,Washed,Espresso,StrawberryBerryOverripeFresh
3023,Matinilla - Costa Rica,Brazil,Hometown,Robiaceae Coffea,Honey,Medium Light,FloralFloralApplePeachSour
3024,The  Beans,Honduras,Roastworks,CaturraBourbon,Natural,Filter,PeanutsChocolateNutty/CocoaVanillaSweetCitrus FruitFruity
3025,Dark Spice Espresso Blend,Cameroon,On The Grind,Kent,Washed,Omni,SmokySpicesDark ChocolateCaramelizedVanillaDried FruitCitrus Fruit
3026,Finca La Bolsa,Guatemala,Monmouth Coffee,CastilloColombiaCaturra,"DecafNatural, Sugarcane (E.A.)",Omni,SweetOrangeCitrus FruitFruity
3027,Organic Guatemalan - Finca Bremen,El Salvador,Bean Brothers,Colombia,"Natural, Monsooned",Filter,NuttyDark ChocolateMolassesCaramelizedSweetCherryCitrus Fruit
3028,Don Joaco - Decaf,Brazil,Coffee Gems,Chandragiri,"DecafWashed, Sugarcane (E.A.)",Omni,ChocolateCaramelizedVanillaSweetFloralDried Fruit
3029,Indian Monsoon Malabar,Costa Rica,Grain and Grind,CastilloColombiaSan Bernardo,Washed,MediumOmni,SpicesNuttyChocolateSweetCitrus FruitFruity
3030,Galeras Decaf (espresso),Uganda,Round Hill Roastery,Caturra,Natural,Omni,ChocolateCaramelizedApple
3031,The Grindstone,Brazil,Pelicano,CaturraCatuai,Washed,MediumOmni,NuttyChocolateMolassesCaramelizedVanilla
3032,Discovery Collection 4x Bags (wholebean),Guatemala,Clifton Coffee,TabiCera,"Natural, Anaerobic or Macerated",Medium,Floral
3033,The Classic | India Craigmore Kattimuttu,Peru,Roastworks,CastilloCaturra,Natural,DarkOmni,TobacoNutty/CocoaHoneyVanillaSweet
3034,Anvil Colombia Finca El Limon - Micro Lot - Limited Availability,Indonesia,Anvil,SL-14SL-28,Washed,Medium Dark,MolassesCaramelizedSweetBerryOther Fruit
3035,Peru | Gregorio Esquen Lot 1,Colombia,Coldblow,Robiaceae Coffea,Washed,Medium Dark,CinnamonSpicesDried FruitCherryWhiskey
3036,La Pastora - Anaerobic Natural,Ethiopia,92 Degrees,Mundo Novo,Natural,Omni,CinnamonCocoaVanillaRaspberry
3037,Honduras | Ana Cecilia Estevez Organic,Guatemala,Coldblow,Robiaceae Coffea,Washed,Omni,Brown SugarSweetFloralBerryCherryFruity
3038,Columbia Inza Cauca,Guatemala,Welsh Coffee,Ethiopia / Sudan AssesionRobiaceae Coffea,Natural,Espresso,NutmegSpicesChocolateSweetBerryLemonCitrus Fruit
3039,Kenya Ab Honeybush Estate - Green,Colombia,Two Dogs,Red Catuai,Washed,MediumOmni,HoneyBlueberrySour AromaticsFresh
